Titlu;Localitate;Suprafata teren;Suprafata utila;Stare;Numar camere;Numar bai;Mobilat;Tip tranzactie;Pret
VILĂ CU 5 CAMERE - 150 MP UTILI - BECI$ GARAJ$ 717 MP TEREN;Iasi / Iasi;717 m²;150 m²;Bună;5;3;Complet;Vânzare;285.000 €
Casă individuală cu 3 camere în Bucium-Vișani *mutare ra;Iasi / Iasi;450 m²;78 m²;Bună;3;1;;Vânzare;129.000 €
0% Comision !! CASA PODUL BROSTENI - ARGES;Arges / Costesti;1175 m²;150 m²;Bună;4;1;Complet;Vânzare;84.900 €
;;0;0;;;0;;;0
Casa individuala de vanzare cu 5 camere 2 balcoane zona Cent;Brasov / Fagaras;500 m²;180 m²;Bună;5;2;Complet;Vânzare;189.000 €
Casa individuala de vanzare cu 3 camere 1020 mp teren in Ham;Sibiu / Hamba;1020 m²;100 m²;Bună;3;1;Nemobilat;Vânzare;148.000 €
Casa individuala 4 camere cu teren generos si terasa inchisa;Sibiu / Sibiu;500 m²;180 m²;Bună;4;3;Complet;Vânzare;350.000 €
Casă individuală cu 3 camere în Hlincea;Iasi / Hlincea;310 m²;73 m²;În construcție;3;1;;Vânzare;120.000 €
;;0;0;;;0;;;0
CASA EFICIENTA ENERGETIC - NZEB in mijlocul naturii -Valea;Arges / Valea Ursului;614 m²;67 m²;Bună;3;3;Nemobilat;Vânzare;179.000 €
Casa individuala de vanzare teren 972 mp 2 garaje zona Sub A;Sibiu / Sibiu;972 m²;295 m²;Bună;5+;3;Complet;Vânzare;649.990 €
Casa individuala cu curte de 550 mp 4 camere 2 bai Cristian;Sibiu / Cristian;600 m²;80 m²;Bună;4;2;Parțial;Vânzare;118.000 €
0% Comision !! CASA CU LAC SI PRIVELISTE SUPERBA SPRE PA;Olt / Cioraca;5998 m²;210 m²;Bună;5;1;Parțial;Vânzare;52.500 €
Casă tip duplex$ 4 Camere – Valea Lupului / Rediu;Iasi / Iasi;250 m²;110 m²;Bună;4;2;Nemobilat;Vânzare;165.000 €
Casa 4 camere$ complex 32 case$ Popas Pacurari$ IASI;Iasi / Iasi;250 m²;109 m²;În construcție;4;2;Nemobilat;Vânzare;149.000 €
De vanzare casa individuala la cheie cu garaj si terasa cu p;Cluj / Cluj-Napoca;512 m²;190 m²;Bună;5;3;Complet;Vânzare;774.900 €
Casa individuala de vanzare 4 camere si curte 1310 mp Guster;Sibiu / Sibiu;1310 m²;120 m²;Bună;4;2;Parțial;Vânzare;290.000 €
Miroslava$ casa individuala P+1$ 234.900 EURO;Iasi / Iasi;400 m²;140 m²;În construcție;4;2;;Vânzare;234.900 €
Casa individuala de vanzare 370mp 6 camere si 760 mp teren G;Sibiu / Sibiu;760 m²;370 m²;Bună;5+;2;Complet;Vânzare;325.000 €
Casa de vanzare cu 5 camere + un teren 150mp bonus Zona Tere;Sibiu / Sibiu;123 m²;122 m²;Bună;5;2;Complet;Vânzare;270.000 €
Vilă de vânzare cu design deosebit în cartierul Bucium;Iasi / Iasi;576 m²;135 m²;Bună;4;2;Parțial;Vânzare;235.000 €
Miroslava CENTRU $ Casa individuala$ P+1+POD;Iasi / Iasi;356 m²;153 m²;Bună;4;2;Complet;Vânzare;279.900 €
MIROSLAVA CENTRU$ Proiect 7 CASE INDIVIDUALE$ 175.000 € +;Iasi / Iasi;500 m²;133 m²;În construcție;4;2;;Vânzare;175.000 €
Casa la cheie$ teren de 1600 mp$ sat Macau$ schimb cu aparta;Cluj / Baciu;1600 m²;120 m²;Bună;5;2;Complet;Vânzare;175.000 €
Casă individuală de vânzare în exclusivitate – Tomsani;Dambovita / Targoviste;4435 m²;140 m²;Bună;4;2;Complet;Vânzare;150.000 €
Casa 4 camere$ Sancraiu de Mures$ comision zero pentru cumpa;Mures / Sancraiu De Mures;550 m²;160 m²;Bună;4;2;Complet;Vânzare;265.000 €
Casa de vanzare in Baciu$ 583 mp$ semifinasat modern$ zona;Cluj / Baciu;583 m²;128 m²;Nouă;4;2;Nemobilat;Vânzare;255.000 €
Casa individuala de vanzare in Centrul Istoric strada Maneju;Sibiu / Sibiu;300 m²;48 m²;Bună;3;1;Nemobilat;Vânzare;120.000 €
Exclusivitate comision 0% casa cu anexe si teren 3700 mp Ala;Sibiu / Alamor;3700 m²;50 m²;Bună;2;1;Nemobilat;Vânzare;42.000 €
Casa individuala de vanzare in Mohu - la cheie si cu toate u;Sibiu / Mohu;300 m²;93 m²;În construcție;3;1;Nemobilat;Vânzare;170.000 €
Casa 200 mpu 4 camere curte si gradina zona linistita Talmac;Sibiu / Talmaciu;500 m²;200 m²;Bună;5+;2;Complet;Vânzare;260.000 €
TVA 0%! Casă cu 4 camere *Iași-Bucium*;Iasi / Iasi;120 m²;98 m²;Bună;4;2;;Vânzare;145.000 €
Casa de vanzare in sat Deal comuna Calnic judetul Alba;Alba / Deal;5859 m²;160 m²;Bună;3;1;Parțial;Vânzare;55.000 €
Miroslava Centru$ Casa individuala;Iasi / Iasi;550 m²;104 m²;Bună;4;2;;Vânzare;249.900 €
Casă Individuală plan parter$ finalizată & intabulată$ 5;Iasi / Iasi;505 m²;77 m²;Bună;3;1;;Vânzare;157.000 €
De vanzare casa individuala cu teren de 1012 mp situata in G;Cluj / Cluj-Napoca;1012 m²;540 m²;Bună;5+;5;Complet;Vânzare;1.390.000 €
Casa de vanzare cu gradina si curte prima afisare zona Terez;Sibiu / Sibiu;150 m²;90 m²;Bună;2;1;Complet;Vânzare;134.500 €
Casa individuala pretabila spatiu comercial teren 400 mp Pia;Sibiu / Sibiu;400 m²;112 m²;Bună;4;2;Parțial;Vânzare;225.000 €
Casa de vanzare cu curte spatioasa loc relaxare si gradina C;Sibiu / Cornatel;959 m²;63 m²;Bună;3;3;Complet;Vânzare;80.000 €
Casa de vanzare 380mp teren liber 4 camere 2 parcari Selimba;Sibiu / Sibiu;475 m²;125 m²;În construcție;4;2;Nemobilat;Vânzare;239.900 €
Casa PLAN PARTER$ 75 mp + 500 mp TEREN $ CIURBESTI;Iasi / Ciurbesti;500 m²;75 m²;Bună;3;1;Parțial;Vânzare;149.900 €
Casa in zona centrala 5 camere 2 bucatarii 3 bai curte comun;Sibiu / Cisnadie;141 m²;97 m²;Bună;5;3;Complet;Vânzare;115.000 €
Casa individuala 60 mpu 974 m teren sat Armeni Sibiu;Sibiu / Armeni;974 m²;60 m²;Bună;5;1;Complet;Vânzare;59.999 €
De vanzare duplex 200 mp utili si teren liber 180 mp cu gara;Cluj / Floresti;250 m²;200 m²;Bună;4;3;Nemobilat;Vânzare;255.000 €
Casa centrala de vanzare in Gura Raului 560 mp curte+gradina;Sibiu / Gura Raului;560 m²;80 m²;Bună;3;1;Complet;Vânzare;119.900 €
Casa individuala de vanzare teren liber 300 mp cu Rasinari S;Sibiu / Rasinari;372 m²;60 m²;Bună;2;1;Nemobilat;Vânzare;121.000 €
De vanzare casa cu 4 camere loc de parcare in Floresti zona;Cluj / Floresti;175 m²;150 m²;Bună;4;3;Nemobilat;Vânzare;218.900 €
De vanzare unitate de duplex semifinisat in zona Muzeul Apei;Cluj / Floresti;200 m²;115 m²;Bună;4;2;Nemobilat;Vânzare;250.000 €
VALEA ADANCA$ CASA PLAN PARTER$ 101 MP TOTALI$ 160. 000 EURO;Iasi / Iasi;450 m²;101 m²;În construcție;4;1;;Vânzare;160.000 €
De vanzare casa finisata cu designer in Floresti zona Il Mil;Cluj / Floresti;110 m²;80 m²;Bună;4;3;Complet;Vânzare;209.000 €
EXCLUSIVITATE Comision 0% Casa individuala 361 mp teren Gust;Sibiu / Sibiu;361 m²;150 m²;Bună;5;2;Parțial;Vânzare;189.000 €
De vanzare casa individuala cu garaj in cartierul Andrei Mur;Cluj / Cluj-Napoca;285 m²;225 m²;Bună;4;2;Complet;Vânzare;695.000 €
Casă de vănzare in centrul ”satului european” Săncraiu$ jud. Cluj;Cluj / Sancraiu;350 m²;70 m²;De renovat;3;0;;Vânzare;75.000 €
Casă nouă$ complet finisată$ aproape de Metrou Păcii ...;Bucuresti-Ilfov / Bucuresti;625 m²;180 m²;Nouă;4;3+;Nemobilat;Vânzare;340.000 €
Casa la cheie$ teren de 1600 mp$ sat Macau$ schimb cu aparta;Cluj / Baciu;1600 m²;120 m²;Bună;5;2;Complet;Vânzare;175.000 €
;;0;0;;;0;;;0
Vanzare duplex premium garaj pentru 2 masini chiar la intrar;Cluj / Floresti;270 m²;160 m²;Bună;4;2;Nemobilat;Vânzare;250.000 €
De vanzare duplex semifinisat cartierul Europa;Cluj / Cluj-Napoca;320 m²;180 m²;Bună;5;3;Nemobilat;Vânzare;500.000 €
Casa de patrimoniu cu teren arhitectura saseasca sat Nou jud;Sibiu / Nou;4086 m²;300 m²;Bună;5+;2;Complet;Vânzare;180.000 €
CASA PREMIUM CU 4 CAMERE TIP DUPLEX $ PLATOU GALATA;Iasi / Iasi;350 m²;110 m²;Bună;4;2;Nemobilat;Vânzare;219.900 €
Vanzare casa pozitionata ultracentral pretabila business si;Cluj / Cluj-Napoca;107 m²;55 m²;Bună;2;1;Complet;Vânzare;275.000 €
Casa de vanzare cu 4 camere in Drasov judetul Alba;Alba / Drasov;673 m²;100 m²;Bună;4;1;Complet;Vânzare;55.000 €
Casa de tip duplex 4 camere 120 mpu zona Selimbar Sibiu;Sibiu / Sibiu;230 m²;120 m²;În construcție;4;2;Nemobilat;Vânzare;235.000 €
;;0;0;;;0;;;0
Casa tip duplex 119mp utili de vanzare zona Someseni Cluj-Na;Cluj / Cluj-Napoca;229 m²;119 m²;Bună;4;2;Nemobilat;Vânzare;329.900 €
Duplex la cheie ultra moderna decoarata cu designer Manastur;Cluj / Cluj-Napoca;290 m²;120 m²;Bună;4;3;Complet;Vânzare;474.900 €
Casa deosebita de vanzare cu 3 camere Sura Mica Sibiu 500 mp;Sibiu / Sura Mica;500 m²;120 m²;În construcție;4;2;Nemobilat;Vânzare;144.000 €
Casa individuala de vanzare 387mpu teren 624mp Sura Mica Sib;Sibiu / Sura Mica;624 m²;285 m²;Bună;5+;3;Complet;Vânzare;279.000 €
Casa de familie sau retreat montan la doar 10 min de Sibiu i;Sibiu / Rasinari;979 m²;250 m²;Bună;5+;2;Complet;Vânzare;290.000 €
Casa cu 4 apartamente in cartierul Someseni zona Bilt invest;Cluj / Cluj-Napoca;300 m²;300 m²;Bună;5+;5;Complet;Vânzare;629.900 €
Casa individuala de vanzare constructie noua 2025 Sura Mare;Sibiu / Sura Mare;700 m²;200 m²;În construcție;5;2;Nemobilat;Vânzare;248.000 €
Casa de vanzare 2 camere 75mpu teren liber 982 mp anexe Sat;Brasov / Vad;1072 m²;75 m²;Bună;2;1;Nemobilat;Vânzare;48.000 €
Casa de vanzare teren 950 mp si deschidere 21 m in zona Cale;Sibiu / Sibiu;950 m²;193 m²;Bună;5+;2;Complet;Vânzare;639.000 €
Casa saseasca de vanzare + bonus doua terenuri Seica Mare Si;Sibiu / Seica Mare;3300 m²;130 m²;Bună;3;1;Complet;Vânzare;79.500 €
Casa individuala de vanzare cu 4 camere decomandate in Selim;Sibiu / Sibiu;320 m²;120 m²;În construcție;4;2;Nemobilat;Vânzare;240.000 €
Casa individuala de vanzare prima afisare cu 950mp teren Sal;Sibiu / Saliste;950 m²;200 m²;Bună;5+;2;Complet;Vânzare;260.000 €
Casa individuala de vanzare cu 4 camere decomandate in Selim;Sibiu / Sibiu;420 m²;120 m²;În construcție;4;2;Nemobilat;Vânzare;255.000 €
Casa cu curte si gradina de vanzare in Sebes judetul Alba;Alba / Sebes;1130 m²;80 m²;Bună;3;2;Parțial;Vânzare;92.500 €
Casa de vanzare parte din istorie in Centrul Vechi al Sibiul;Sibiu / Sibiu;200 m²;370 m²;Bună;3;4;Complet;Vânzare;1.999.000 €
Casa de vanzare in Bacau Luncani;Bacau / Luncani;757 m²;150 m²;Rezonabilă;5;2;;Vânzare;74.900 €
Casa 4 camere si 3 bai de vanzare 117mp teren 254mp Turnisor;Sibiu / Sibiu;330 m²;117 m²;În construcție;4;3;Nemobilat;Vânzare;350.000 €
IMOBIL MIXT P+E – Locuință + Spațiu comercial | 133$45;Cluj / Cluj-Napoca;235 m²;133 m²;Bună;5;3;Complet;Vânzare;359.500 €
Vilă spațioasă și bine construită lângă București;Bucuresti-Ilfov / Clinceni;1067 m²;195 m²;Renovată;5+;3+;;Vânzare;270.000 €
"""Casă premium în Sângeorgiu de Mures – Eleganță și l";Mures / Sangeorgiu De Mures;700 m²;325 m²;Nouă;4;3;Nemobilat;Vânzare;365.000 €
Casa 5 camere$ 170mp$ centru Solca;Suceava / Radauti;432 m²;170 m²;Bună;5;1;Complet;Vânzare;147.000 €
Casa de vanzare 3 camere 107 mp construiti 900 mp teren in T;Sibiu / Cisnadie;900 m²;64 m²;Bună;3;2;Complet;Vânzare;198.000 €
Casa individuala 100 mp utili si 253 mp teren Cristian judet;Sibiu / Cristian;253 m²;100 m²;Bună;4;2;Parțial;Vânzare;214.990 €
Casa individuala de vanzare cu teren de 800mp zona Turnisor;Sibiu / Sibiu;800 m²;70 m²;Bună;2;1;Nemobilat;Vânzare;260.000 €
Casa de vanzare in Mandra 78 mp utili cu priveliste spre mun;Brasov / Mandra;1100 m²;78 m²;Bună;3;1;Nemobilat;Vânzare;62.000 €
Casa de vanzare in Mandra 140 mp utili curte sura anexe 3 be;Brasov / Mandra;1900 m²;140 m²;Bună;5+;1;Nemobilat;Vânzare;99.800 €
Casa de vanzare in Grid 87 mp utili + anexe beci si sura;Brasov / Grid;1000 m²;87 m²;Bună;2;1;Parțial;Vânzare;39.200 €
VOROVESTI-Miroslava$ casa individuala P+1$ 184.900 EURO;Iasi / Vorovesti;612 m²;120 m²;În construcție;4;2;;Vânzare;184.900 €
Casa 4 camere$ complex 32 case$ Popas Pacurari$ IASI;Iasi / Iasi;250 m²;109 m²;În construcție;4;2;Nemobilat;Vânzare;180.000 €
Casa individuala renovata de vanzare teren de 1397 mp Cristi;Sibiu / Cristian;1397 m²;40 m²;Bună;2;1;Nemobilat;Vânzare;119.000 €
Vila de lux cu piscina 5 camere de vanzare zona Aeroportului;Cluj / Sannicoara;550 m²;130 m²;În construcție;5;4;Nemobilat;Vânzare;349.000 €
Casa noua insiruita de vanzare in Sebes drumul Petrestiului;Alba / Sebes;298 m²;120 m²;Bună;4;3;Nemobilat;Vânzare;189.000 €
Casa 6 camere 3 bai 2 terase zona Dambul-Rotund in Cluj-Napo;Cluj / Cluj-Napoca;157 m²;160 m²;Bună;5+;3;Complet;Vânzare;355.000 €
CIURBESTI- CASA INDIVIDUALA 121 MP + TEREN 500 MP$ 175.000 e;Iasi / Ciurbesti;500 m²;121 m²;Bună;4;2;;Vânzare;175.000 €
Casa de vanzare cu 4 dormitoare 2 bai si pivinita in Selimba;Sibiu / Sibiu;250 m²;156 m²;Bună;5;2;Complet;Vânzare;235.000 €
Casa 109 mp 4 camere pivnita terasa loc parcare curte comuna;Sibiu / Cisnadie;114 m²;109 m²;Bună;4;1;Complet;Vânzare;159.990 €
Cabana spatioasa la 5 km de Partia Sureanu complet utilata;Alba / Tau Bistra;250 m²;200 m²;Bună;5+;6;Complet;Vânzare;165.000 €
Casa noua de lux model deosebit de vanzare in Sebes;Alba / Sebes;683 m²;140 m²;Bună;4;2;Nemobilat;Vânzare;299.000 €
MIROSLAVA$ CASA$ 121 MP$ INDIVIDUALA P+1$ 236.900 EURO;Iasi / Iasi;425 m²;107 m²;Bună;4;2;Complet;Vânzare;236.900 €
Casa 78 mpu curte proprie pretabila regim hotelier zona isto;Sibiu / Sibiu;170 m²;78 m²;Bună;2;2;Parțial;Vânzare;279.900 €
Casa la 5 minute de Fagaras Ultramoderna 300 mp utili la che;Brasov / Beclean;2150 m²;300 m²;Bună;5;4;Complet;Vânzare;269.000 €
Casa de vanzare cu 3 camere si gradina in zona Turnisor Sibi;Sibiu / Sibiu;542 m²;90 m²;Bună;3;1;Nemobilat;Vânzare;184.900 €
Casa individuala de vanzare 131mp in Rasinari Marginimea Sib;Sibiu / Rasinari;313 m²;131 m²;Bună;4;2;Complet;Vânzare;130.000 €
Casa cu potential de investitie in centrul satului 1540 mp t;Brasov / Sambata de Sus;1540 m²;122 m²;Bună;3;1;Nemobilat;Vânzare;72.000 €
URICANI $ CASA 78 MP$TEREN 1250 MP$ 69.900 EURO;Iasi / Uricani;1250 m²;60 m²;Bună;2;0;;Vânzare;69.900 €
Casa $ 2 camere$ 55mp$ zona centrala;Suceava / Radauti;43 m²;55 m²;Bună;2;1;Parțial;Vânzare;57.200 €
Casa individuala - 3 cam - 2 bai - 100 mp utili;Bucuresti-Ilfov / Berceni;310 m²;100 m²;Nouă;3;0;;Vânzare;134.900 €
Casa individuala cocheta$ 4 camere$ 430 mp teren$ Selimbar;Sibiu / Selimbar;430 m²;120 m²;Bună;4;2;Complet;Vânzare;315.000 €
Casă în Balotești$ Bavaria Park Residence;Bucuresti-Ilfov / Balotesti;385 m²;116 m²;Nouă;4;0;;Vânzare;199.000 €
Proprietate speciala in Apahida$ casa 206 mp utili$ 3000 mp$;Cluj / Apahida;3000 m²;206 m²;Nouă;5;2;Parțial;Vânzare;380.000 €
Casa $ 2 camere$ 55mp$ zona centrala;Suceava / Radauti;43 m²;55 m²;Bună;2;1;Parțial;Vânzare;57.200 €
Microferma cu locuinta de vanzare in Pianu de sus;Alba / Pianu De Sus;5039 m²;123 m²;Bună;3;1;Nemobilat;Vânzare;125.000 €
Moara + casa de locuit 375 mp utili 7350 mp teren intravilan;Brasov / Vistea De Sus;7830 m²;375 m²;Bună;5;1;Complet;Vânzare;163.000 €
Casa 5 camere 197mp utili situata la 27km de Fagaras si 65km;Brasov / Comana De Jos;1530 m²;197 m²;Bună;5;1;Complet;Vânzare;89.500 €
Casa individuala 3 camere de vanzare cu teren de 300 mp Cris;Sibiu / Cristian;300 m²;95 m²;Bună;3;1;Nemobilat;Vânzare;82.990 €
Casa individuala de vanzare zona deosebita in Sura Mare Sibi;Sibiu / Sura Mare;500 m²;210 m²;Bună;5;2;Nemobilat;Vânzare;149.900 €
Casa individuala de vanzare constructie noua 2024 Sura Mare;Sibiu / Sura Mare;600 m²;110 m²;În construcție;5;2;Nemobilat;Vânzare;160.000 €
Casă de vânzare în Valea Lupului$ Iași – 4 Camere si B;Iasi / Iasi;250 m²;110 m²;În construcție;4;2;Nemobilat;Vânzare;159.900 €
Casă de vânzare$ 4 camere în Valea Lupului$ Iași;Iasi / Iasi;420 m²;95 m²;Bună;4;1;Nemobilat;Vânzare;155.000 €
Casa individuala cu 4 camere pe un singur nivel in Sura Mica;Sibiu / Sura Mica;500 m²;95 m²;În construcție;4;2;Nemobilat;Vânzare;218.000 €
Casa individuala noua din 2024 de vanzare cu 4 camere in Sur;Sibiu / Sura Mare;600 m²;110 m²;Bună;4;2;Nemobilat;Vânzare;141.500 €
Casa de vanzare 5 camere 76 mpu 780 mp teren liber Comuna Ma;Brasov / Mandra;871 m²;76 m²;Bună;5;1;Complet;Vânzare;65.000 €
Casa individuala 240 mp cu teren 1.200 mp de vanzare in Talm;Sibiu / Talmaciu;1200 m²;240 m²;Bună;5;2;Complet;Vânzare;295.000 €
Casa de vanzare 405 mp utili 2 garaje 250 mp terase Slimnic;Sibiu / Slimnic;500 m²;405 m²;Bună;5+;2;Parțial;Vânzare;330.000 €
Casa de vanzare 187 mp un singur nivel Slimnic Sibiu;Sibiu / Slimnic;500 m²;187 m²;Bună;4;1;Nemobilat;Vânzare;79.000 €
VALEA ADANCA$ CASA P+1+POD $ 106MP$ 500MP TEREN$ 230.000 EUR;Iasi / Iasi;500 m²;106 m²;Bună;4;2;;Vânzare;230.000 €
Casa individuala 4 camere 128mp cu spatiu comercial Zona Ter;Sibiu / Sibiu;190 m²;164 m²;Bună;4;2;Complet;Vânzare;240.000 €
Casa tip A cu 125 mp utili si terasa 30 mp si teren 586 mp D;Sibiu / Daia;586 m²;125 m²;Bună;3;1;Complet;Vânzare;132.990 €
Casa de vanzare 4 camere 125 mpu teren liber 923 mp anexa Co;Brasov / Lisa;1073 m²;125 m²;Bună;4;1;Nemobilat;Vânzare;51.500 €
Casa 4 camere la alb - cu incalzire in pardosea - zona linis;Sibiu / Poplaca;447 m²;125 m²;În construcție;4;3;Nemobilat;Vânzare;199.990 €
Casa familiala pentru locuit sau vacanta $ spatioasa si conf;Brasov / Voila;1930 m²;153 m²;Bună;2;1;Complet;Vânzare;145.000 €
Miroslava$ Casa in DUPLEX 150 MP + 500mp teren$ 151.500 e;Iasi / Iasi;500 m²;149 m²;Nouă;5;3;;Vânzare;151.500 €
Duplex $ 140mp$ zona Radauti;Suceava / Radauti;250 m²;140 m²;Bună;4;2;Nemobilat;Vânzare;145.000 €
Casa noua 3 camere 300 mp anexe teren liber 1550 mp Marginen;Brasov / Margineni;1700 m²;300 m²;Bună;3;1;Complet;Vânzare;143.000 €
Casa 5 camere 374 mp utili + Anexa 75 mp in punctul 0 al Fag;Brasov / Fagaras;500 m²;374 m²;Bună;5;2;Complet;Vânzare;189.500 €
Vila pe Malul Crisului$ strada Facliei Oradea;Bihor / Oradea;1270 m²;225 m²;Bună;5+;3+;Parțial;Vânzare;329.000 €
O casă cu suflet$ pregătită pentru o nouă poveste;Constanta / Constanta;368 m²;217 m²;Bună;5+;2;Complet;Vânzare;399.900 €
Casa individuala Comision 0% 3 camere anexe teren 800 mp Ru;Sibiu / Rusi;929 m²;72 m²;Bună;3;2;Parțial;Vânzare;72.000 €
Casa 2 cam la 135k eur de vz. in Giulesti (sau schimb cu ...;Bucuresti-Ilfov / Bucuresti;200 m²;78 m²;Nouă;2;1;Nemobilat;Vânzare;135.000 €
Casa de vanzare cu 6 camere in drumul spre Paltinis bonus in;Sibiu / Rasinari;485 m²;300 m²;Bună;5+;5;Complet;Vânzare;107.000 €
Casa individuala 2 camere 58 mpu curte si gradina 332 mp Cis;Sibiu / Cisnadie;440 m²;58 m²;Bună;2;1;Parțial;Vânzare;129.990 €
Casa individuala in zona de munte cu 6 camere teren 1030 mp;Sibiu / Vale;1030 m²;140 m²;Bună;5+;3;Complet;Vânzare;168.900 €
Casa individuala P+1+POD$ 130 mp$ zona Le Gaga$ Ciurbesti;Iasi / Ciurbesti;500 m²;130 m²;Bună;4;2;;Vânzare;189.000 €
Casa individuala$ 145mp$ Radauti;Suceava / Radauti;240 m²;144 m²;În construcție;4;2;Nemobilat;Vânzare;148.000 €
Casa individuala 5 camere curte 500 mp 127 mpu de vanzare Se;Sibiu / Sibiu;500 m²;127 m²;În construcție;5;3;Nemobilat;Vânzare;194.900 €
Casa individuala 130 mpu de vanzare curte libera 410mp zona;Sibiu / Sibiu;500 m²;130 m²;În construcție;5;2;Nemobilat;Vânzare;239.900 €
Comision 0%$ Casa 104mp$ 157.900 €$ Valea Adanca;Iasi / Iasi;440 m²;104 m²;În construcție;4;2;;Vânzare;157.900 €
CASA P+1+POD $ MIROSLAVA- BALCIU$ 185.000 EURO;Iasi / Iasi;488 m²;111 m²;În construcție;4;2;;Vânzare;185.000 €
Casa individuala plan Parter 147 mp$ Miroslava;Iasi / Iasi;496 m²;147 m²;Bună;5+;2;Complet;Vânzare;147.000 €
Casa 5 camere cu garaj si teren 961 mp de vanzare Sibiu zona;Sibiu / Sibiu;961 m²;175 m²;Bună;5;4;Nemobilat;Vânzare;600.000 €
CENTRU MIROSLAVA 180mp utili$ 1000 mp teren$ 299$900 EURO;Iasi / Miroslava;1000 m²;180 m²;Bună;5;2;Parțial;Vânzare;299.000 €
Casa cu potential de investitie 280 mp utili teren liber 206;Brasov / Cincu;2400 m²;280 m²;Bună;4;2;Parțial;Vânzare;120.000 €
Casa de vanzare 3 camere 90 mpu teren liber 1192 mp in Comun;Brasov / Mandra;1300 m²;90 m²;Bună;3;1;Nemobilat;Vânzare;54.900 €
Proiect de investitie imobiliara format din 6 studiouri Oras;Sibiu / Sibiu;220 m²;220 m²;În construcție;5+;6;Nemobilat;Vânzare;285.000 €
Casa de vanzare individuala cu 500 mp teren liber Gusterita;Sibiu / Sibiu;620 m²;240 m²;În construcție;5;2;Nemobilat;Vânzare;169.999 €
Casa cu 4 camere 2 bai garaj gradina in cartierul Florilor F;Brasov / Fagaras;200 m²;140 m²;Bună;4;2;Parțial;Vânzare;96.500 €
Casa individuala 5 camere 114mpu teren liber 263mp in Fantan;Sibiu / Fantanele;450 m²;114 m²;Bună;5;1;Complet;Vânzare;97.999 €
Casa de vacanta - pensiune 96 mp teren de 875 mp in Rasinari;Sibiu / Rasinari;875 m²;96 m²;Bună;4;2;Complet;Vânzare;185.000 €
Comision 0! Casa 4 camere 100mpu teren liber 344mp in Tocile;Sibiu / Cisnadie;449 m²;100 m²;Bună;4;1;Complet;Vânzare;139.990 €
Casa noua de vanzare in Sebes strada asfaltata;Alba / Sebes;408 m²;128 m²;Bună;4;2;Parțial;Vânzare;179.000 €
Casa si spatiu comercial de vanzare 148 mpu in comuna Poplac;Sibiu / Poplaca;290 m²;152 m²;Bună;4;1;Parțial;Vânzare;250.000 €
Casa de vanzare cu 3 camere la doar 10 minute centrul Sibiul;Sibiu / Sibiu;400 m²;100 m²;Bună;3;1;Nemobilat;Vânzare;142.000 €
Casa de vanzare 2 camere anexe gospodaresti 1248 mp teren in;Brasov / Beclean;1248 m²;90 m²;Bună;2;1;Parțial;Vânzare;57.000 €
Casa individuala de vanzare pe un nivel la intrare in Selimb;Sibiu / Sibiu;490 m²;150 m²;Bună;4;2;Nemobilat;Vânzare;425.000 €
Titlu;Localitate;Suprafata teren;Suprafata utila;Stare;Numar camere;Numar bai;Mobilat;Tip tranzactie;Pret
Vila premium OPORTUNITATE EXCELENTA zona foarte linistita...;Bucuresti-Ilfov / Popesti Leordeni;500 m²;250 m²;Bună;5;3;;Vânzare;489.999 €
